catchment,hy_year,start_date,end_date,peak_date,mid_dry_date,trough_date,peak_extent_pct,mid_dry_extent_pct,trough_extent_pct,peak_invalid_pct,mid_dry_invalid_pct,trough_invalid_pct,drawdown_pct,confidence,status,boundary_status,boundary_basis,regime,route
daly_river_nt,2015,2014-11-01,2015-10-01,2015-01-01,2015-06-01,2015-10-01,0.6476532561200272,0.17036859962339007,0.12852846339019114,19.858018760837165,,1.9808229499458758,0.5191247927298361,high,complete,confirmed,detected_per_year,seasonal,per_year_detection
daly_river_nt,2016,2015-11-01,2016-11-01,2016-01-01,2016-06-01,2016-11-01,0.5638438177669607,0.18303592862966941,0.1275782362069293,5.80535549187151,,3.855529709045803,0.43626558156003137,high,complete,confirmed,detected_per_year,seasonal,per_year_detection
daly_river_nt,2017,2016-12-01,2017-12-01,2017-02-01,2017-07-01,2017-12-01,0.5090450615894012,0.20976820525255693,0.02505734929138568,9.916050024512142,,15.943437819768302,0.4839877122980155,medium,partial,provisional,detected_per_year,seasonal,per_year_detection
daly_river_nt,2018,2018-01-01,2018-11-01,2018-02-01,2018-07-01,2018-11-01,1.1352523474298117,0.2163478127374521,0.12888737165616548,11.289289345279027,,4.1300722861438945,1.0063649757736464,high,complete,confirmed,detected_per_year,seasonal,per_year_detection
daly_river_nt,2019,2018-12-01,2019-11-01,2019-04-01,2019-08-01,2019-11-01,0.19394112602546243,0.13560067458453004,0.11730773451391897,1.9360858221109396,,2.030538181363533,0.07663339151154346,high,complete,confirmed,detected_per_year,seasonal,per_year_detection
daly_river_nt,2020,2019-12-01,2021-01-01,2020-01-01,2020-07-01,2021-01-01,0.5116385044371546,0.15018528471043854,0.08929691632023187,8.302295586827274,,24.2762584270772,0.4223415881169228,medium,partial,provisional,detected_per_year,seasonal,per_year_detection
daly_river_nt,2021,2021-02-01,2021-11-01,2021-02-01,2021-07-01,2021-11-01,2.7687761996866587,0.2000939479257228,0.12563752750184426,81.05510461256009,,3.167827566125206,2.6431386721848145,medium,partial,provisional,detected_per_year,seasonal,per_year_detection
daly_river_nt,2022,2021-12-01,2022-12-01,2022-02-01,2022-07-01,2022-12-01,0.26975331886008846,0.17786761549976995,0.13313527349733237,5.204395076514078,,3.9811667779857927,0.1366180453627561,high,complete,confirmed,detected_per_year,seasonal,per_year_detection
daly_river_nt,2023,2023-01-01,2023-11-01,2023-01-01,2023-06-01,2023-11-01,0.49404864266668963,0.20801552205389365,0.12716534513391334,31.56216049037446,,3.588638539668543,0.36688329753277626,medium,partial,provisional,detected_per_year,seasonal,per_year_detection
daly_river_nt,2024,2023-12-01,2024-09-01,2024-03-01,2024-06-01,2024-09-01,1.2728859747306895,0.23384456396078607,0.1481431414539679,28.33113107909361,,2.301579963873379,1.1247428332767218,medium,partial,provisional,detected_per_year,seasonal,per_year_detection
daly_river_nt,2025,2024-10-01,2025-12-01,2025-02-01,2025-07-01,2025-12-01,0.4067364466514648,0.18881062472919766,0.0811461680341347,4.25038248813053,,11.607894555014132,0.3255902786173301,medium,partial,provisional,detected_per_year,seasonal,per_year_detection
