catchment,hy_year,start_date,end_date,peak_date,mid_dry_date,trough_date,trough_boundary_date,peak_extent_pct,mid_dry_extent_pct,trough_extent_pct,peak_invalid_pct,mid_dry_invalid_pct,trough_invalid_pct,drawdown_pct,annual_condition,confidence,status,peak_quality,boundary_status,boundary_basis,regime,route,timing_status,peak_timing_status,peak_interval_start_date,peak_interval_end_date,trough_timing_status,trough_interval_start_date,trough_interval_end_date,detectability_floor_pp,amplitude_to_floor_ratio
fitzroy_river_wa,2015,2014-12-01,2015-12-01,2015-01-01,2015-07-01,,2015-12-01,0.3184574854410838,0.04502370069765318,0.04465809235557482,30.107327835043378,2.7825257901579263,4.506481060805799,0.273799393085509,typical_or_mixed,medium,partial,normal,provisional,detected_per_year,seasonal,per_year_detection,interval,point,2015-01-01,2015-01-01,interval,2015-11-01,2015-12-01,0.01482534381733716,19.184762720433895
fitzroy_river_wa,2016,2016-01-01,2016-11-01,,2016-07-01,2016-11-01,2016-11-01,0.13229574664402893,0.04929307733604145,0.03079362470865367,4.870893414524978,2.7863505850492514,2.7918864967453336,0.10150212193537526,typical_or_mixed,medium,partial,normal,provisional,detected_per_year,seasonal,per_year_detection,interval,interval,2016-02-01,2016-03-01,point,2016-11-01,2016-11-01,0.01482534381733716,6.846527351134746
fitzroy_river_wa,2017,2016-12-01,2017-11-01,2017-02-01,2017-07-01,,2017-11-01,2.371210516188255,0.11354848664995568,0.04394578372342267,15.264252978319567,2.795732576486042,2.87019993562351,2.3272647324648323,typical_or_mixed,high,complete,normal,confirmed,detected_per_year,seasonal,per_year_detection,interval,point,2017-02-01,2017-02-01,interval,2017-10-01,2017-11-01,0.01482534381733716,156.9788034017306
fitzroy_river_wa,2018,2017-12-01,2018-12-01,2018-02-01,2018-07-01,2018-12-01,2018-12-01,0.7345733078681227,0.07886425497133179,0.03681874294774281,7.551701685765623,2.7789527117462627,2.7865023552796355,0.6977545649203799,typical_or_mixed,high,complete,normal,confirmed,detected_per_year,seasonal,per_year_detection,point,point,2018-02-01,2018-02-01,point,2018-12-01,2018-12-01,0.01482534381733716,47.180520665801026
fitzroy_river_wa,2019,2019-01-01,2019-12-01,2019-02-01,2019-07-01,2019-12-01,2019-12-01,0.0884686636484982,0.04424456644447522,0.029463771417477642,4.158622767337292,2.802415093764111,3.291622370273054,0.05900489223102056,typical_or_mixed,high,complete,normal,confirmed,detected_per_year,seasonal,per_year_detection,point,point,2019-02-01,2019-02-01,point,2019-12-01,2019-12-01,0.01482534381733716,3.9800016079234966
fitzroy_river_wa,2020,2020-01-01,2020-11-01,2020-03-01,2020-07-01,,2020-11-01,0.38111378863008993,0.0723061407500773,0.048898448222048974,2.804898017716065,2.785812911245269,12.039891657525441,0.33221534040804096,buffered_low_recharge,high,complete,normal,confirmed,detected_per_year,seasonal,per_year_detection,interval,point,2020-03-01,2020-03-01,interval,2020-10-01,2020-11-01,0.01482534381733716,23.372943643424065
fitzroy_river_wa,2021,2020-12-01,2021-12-01,2021-03-01,2021-07-01,2021-12-01,2021-12-01,1.019775668890236,0.10112733563071846,0.04650433869335323,4.034396057483234,2.778516835048025,3.127648517766584,0.9732713301968827,typical_or_mixed,high,complete,normal,confirmed,detected_per_year,seasonal,per_year_detection,point,point,2021-03-01,2021-03-01,point,2021-12-01,2021-12-01,0.01482534381733716,65.7040104713242
fitzroy_river_wa,2022,2022-01-01,2022-11-01,2022-02-01,2022-07-01,2022-11-01,2022-11-01,0.5547306317223554,0.06422799761672403,0.04571932990032367,2.8235565017709643,2.857984282934061,2.8205146191656447,0.5090113018220317,typical_or_mixed,high,complete,normal,confirmed,detected_per_year,seasonal,per_year_detection,point,point,2022-02-01,2022-02-01,point,2022-11-01,2022-11-01,0.01482534381733716,34.333861534245166
fitzroy_river_wa,2023,2022-12-01,2024-01-01,2023-01-01,2023-07-01,,2024-01-01,1.3609078307255107,0.14426318666820442,0.04140042649722447,7.066092474230664,2.819993603069875,5.464232652213834,1.3195074042282862,typical_or_mixed,high,complete,normal,confirmed,detected_per_year,seasonal,per_year_detection,interval,point,2023-01-01,2023-01-01,interval,2023-11-01,2024-01-01,0.01482534381733716,89.00349431931679
fitzroy_river_wa,2024,2024-02-01,2024-11-01,2024-03-01,2024-07-01,2024-11-01,2024-11-01,0.443090654337045,0.07413177553729873,0.037260306578010834,2.948496716793474,2.816758305963639,5.816222982747371,0.40583034775903415,typical_or_mixed,medium,partial,normal,provisional,detected_per_year,seasonal,per_year_detection,point,point,2024-03-01,2024-03-01,point,2024-11-01,2024-11-01,0.01482534381733716,27.374093495521173
fitzroy_river_wa,2025,2024-12-01,2025-11-01,,2025-07-01,,2025-11-01,0.2666638136303789,0.07823198122363881,0.03189852240166859,6.23657469693012,2.8271730753096285,3.1330576457946013,0.2347652912287103,typical_or_mixed,low,partial,normal,provisional,detected_per_year,seasonal,per_year_detection,interval,interval,2025-01-01,2025-03-01,interval,2025-10-01,2025-11-01,0.01482534381733716,15.8354028156952
