Site_ID,Date,Rainfall_mm,Current_SeasonType_Prediction,GroundTruth_SeasonType
aus_site_001,01/09/1998,6.978999999999801,Dry,Wet
aus_site_001,01/10/1998,16.93199999999981,Dry,Wet
aus_site_001,01/11/1998,0,Dry,Dry
aus_site_001,01/12/1998,37.25799999999981,Dry,Dry
aus_site_001,01/01/1999,0.1619999999998526,Dry,Dry
aus_site_001,01/02/1999,5.550999999999826,Wet,Dry
aus_site_001,01/03/1999,82.79999999999981,Wet,Wet
aus_site_001,01/04/1999,38.80399999999982,Dry,Wet
aus_site_001,01/05/1999,145.82399999999984,Wet,Wet
aus_site_001,01/06/1999,15.36799999999982,Wet,Wet
aus_site_001,01/07/1999,25.934999999999803,Wet,Wet
aus_site_001,01/08/1999,3.848999999999819,Wet,Wet
aus_site_001,01/09/1999,10.160999999999795,Dry,Dry
aus_site_001,01/10/1999,1.504,Dry,Dry
aus_site_001,01/11/1999,1.9029999999998384,Dry,Dry
aus_site_001,01/12/1999,13.164999999999807,Dry,Dry
aus_site_001,01/01/2000,36.82599999999982,Dry,Dry
aus_site_001,01/02/2000,1.1279999999998926,Wet,Wet
aus_site_001,01/03/2000,262.0299999999998,Wet,Wet
aus_site_001,01/04/2000,9.856999999999813,Dry,Dry
aus_site_001,01/05/2000,0.8949999999997909,Wet,Wet
aus_site_001,01/06/2000,9.793999999999835,Wet,Wet
aus_site_001,01/07/2000,21.49299999999981,Wet,Wet
aus_site_001,01/08/2000,28.70299999999983,Wet,Wet
aus_site_001,01/09/2000,2.997999999999806,Dry,Dry
aus_site_001,01/10/2000,0.654,Dry,Dry
aus_site_001,01/11/2000,0,Dry,Dry
aus_site_001,01/12/2000,0.3429999999998017,Dry,Dry
aus_site_001,01/01/2001,50.25999999999984,Dry,Dry
aus_site_001,01/02/2001,30.978999999999832,Wet,Wet
aus_site_001,01/03/2001,0.014,Wet,Wet
aus_site_001,01/04/2001,8.478999999999814,Dry,Dry
aus_site_001,01/05/2001,20.963999999999825,Wet,Wet
aus_site_001,01/06/2001,15.343999999999832,Wet,Wet
aus_site_001,01/07/2001,24.38799999999982,Wet,Wet
aus_site_001,01/08/2001,24.51099999999981,Wet,Wet
aus_site_001,01/09/2001,9.386999999999803,Dry,Dry
aus_site_001,01/10/2001,41.19099999999983,Dry,Dry
aus_site_001,01/11/2001,7.445999999999826,Dry,Dry
aus_site_001,01/12/2001,7.398,Dry,Dry
aus_site_001,01/01/2002,39.48799999999982,Dry,Dry
aus_site_001,01/02/2002,3.141999999999821,Wet,Wet
aus_site_001,01/03/2002,7.333999999999824,Wet,Wet
aus_site_001,01/04/2002,3.599999999999804,Dry,Dry
aus_site_001,01/05/2002,33.72699999999982,Wet,Wet
aus_site_001,01/06/2002,28.680999999999827,Wet,Wet
aus_site_001,01/07/2002,22.30699999999982,Wet,Wet
aus_site_001,01/08/2002,21.18299999999984,Wet,Wet
aus_site_001,01/09/2002,3.5589999999998008,Dry,Dry
aus_site_001,01/10/2002,3.436999999999821,Dry,Dry
aus_site_001,01/11/2002,0.3629999999998381,Dry,Dry
aus_site_001,01/12/2002,9.812999999999834,Dry,Dry
aus_site_001,01/01/2003,1.8189999999997328,Dry,Dry
aus_site_001,01/02/2003,8.667,Wet,Wet
aus_site_001,01/03/2003,7.671999999999794,Wet,Wet
aus_site_001,01/04/2003,14.665999999999832,Dry,Dry
aus_site_001,01/05/2003,25.54599999999982,Wet,Wet
aus_site_001,01/06/2003,39.789,Wet,Wet
aus_site_001,01/07/2003,14.89699999999983,Wet,Wet
aus_site_001,01/08/2003,42.069,Wet,Wet
aus_site_001,01/09/2003,3.432999999999779,Dry,Dry
aus_site_001,01/10/2003,0.002,Dry,Dry
aus_site_001,01/11/2003,16.069999999999826,Dry,Dry
aus_site_001,01/12/2003,3.9909999999998127,Dry,Dry
aus_site_001,01/01/2004,5.900999999999804,Dry,Dry
aus_site_001,01/02/2004,32.66499999999983,Wet,Wet
aus_site_001,01/03/2004,11.75399999999981,Wet,Wet
aus_site_001,01/04/2004,16.035999999999813,Dry,Dry
aus_site_001,01/05/2004,18.698999999999813,Wet,Wet
aus_site_001,01/06/2004,16.912999999999812,Wet,Wet
aus_site_001,01/07/2004,74.42099999999982,Wet,Wet
aus_site_001,01/08/2004,9.112999999999817,Wet,Wet
aus_site_001,01/09/2004,14.548999999999833,Dry,Dry
aus_site_001,01/10/2004,0.1049999999999045,Dry,Dry
aus_site_001,01/11/2004,0.9169999999998616,Dry,Dry
aus_site_001,01/12/2004,0,Dry,Dry
aus_site_001,01/01/2005,0,Dry,Dry
aus_site_001,01/02/2005,2.787999999999852,Wet,Wet
aus_site_001,01/03/2005,8.094999999999809,Wet,Wet
aus_site_001,01/04/2005,23.707999999999803,Dry,Dry
aus_site_001,01/05/2005,80.07599999999981,Wet,Wet
aus_site_001,01/06/2005,82.373,Wet,Wet
aus_site_001,01/07/2005,8.622999999999811,Wet,Wet
aus_site_001,01/08/2005,9.229,Wet,Wet
aus_site_001,01/09/2005,12.810999999999812,Dry,Dry
aus_site_001,01/10/2005,4.886999999999843,Dry,Dry
aus_site_001,01/11/2005,0,Dry,Dry
aus_site_001,01/12/2005,0.8619999999997845,Dry,Dry
aus_site_001,01/01/2006,76.74399999999983,Dry,Dry
aus_site_001,01/02/2006,60.29399999999984,Wet,Wet
aus_site_001,01/03/2006,16.285999999999827,Wet,Wet
aus_site_001,01/04/2006,36.41,Dry,Dry
aus_site_001,01/05/2006,7.802999999999811,Wet,Wet
aus_site_001,01/06/2006,1.129999999999818,Wet,Wet
aus_site_001,01/07/2006,3.519,Wet,Wet
aus_site_001,01/08/2006,9.123999999999825,Wet,Wet
aus_site_001,01/09/2006,20.95899999999982,Dry,Dry
aus_site_001,01/10/2006,0.7269999999998253,Dry,Dry
aus_site_001,01/11/2006,0.011,Dry,Dry
aus_site_001,01/12/2006,23.250999999999827,Dry,Dry
aus_site_001,01/01/2007,3.5499999999998635,Dry,Dry
aus_site_001,01/02/2007,0.2269999999998799,Wet,Wet
aus_site_001,01/03/2007,0.6439999999997963,Wet,Wet
aus_site_001,01/04/2007,2.703999999999846,Dry,Dry
aus_site_001,01/05/2007,2.710999999999804,Wet,Wet
aus_site_001,01/06/2007,26.790999999999816,Wet,Wet
aus_site_001,01/07/2007,38.76599999999982,Wet,Wet
aus_site_001,01/08/2007,1.629999999999818,Wet,Wet
aus_site_001,01/09/2007,6.396999999999825,Dry,Dry
aus_site_001,01/10/2007,2.919999999999809,Dry,Dry
aus_site_001,01/11/2007,0.1019999999999072,Dry,Dry
aus_site_001,01/12/2007,23.664999999999814,Dry,Dry
aus_site_001,01/01/2008,7.123999999999805,Dry,Dry
aus_site_001,01/02/2008,124.99699999999984,Wet,Wet
aus_site_001,01/03/2008,39.688999999999794,Wet,Wet
aus_site_001,01/04/2008,45.063999999999815,Dry,Dry
aus_site_001,01/05/2008,0,Wet,Wet
aus_site_001,01/06/2008,34.72999999999979,Wet,Wet
aus_site_001,01/07/2008,47.885,Wet,Wet
aus_site_001,01/08/2008,14.36799999999982,Wet,Wet
aus_site_001,01/09/2008,6.913,Dry,Dry
aus_site_001,01/10/2008,6.183999999999851,Dry,Dry
aus_site_001,01/11/2008,0.2489999999998781,Dry,Dry
aus_site_001,01/12/2008,0.5369999999998482,Dry,Dry
aus_site_001,01/01/2009,5.004999999999822,Dry,Dry
aus_site_001,01/02/2009,12.493999999999827,Wet,Wet
aus_site_001,01/03/2009,2.737999999999838,Wet,Wet
aus_site_001,01/04/2009,0.1729999999998699,Dry,Dry
aus_site_001,01/05/2009,7.661999999999816,Wet,Wet
aus_site_001,01/06/2009,33.983,Wet,Wet
aus_site_001,01/07/2009,39.93299999999982,Wet,Wet
aus_site_001,01/08/2009,6.3639999999997965,Wet,Wet
aus_site_001,01/09/2009,5.859999999999836,Dry,Dry
aus_site_001,01/10/2009,0.996,Dry,Dry
aus_site_001,01/11/2009,1.5809999999998126,Dry,Dry
aus_site_001,01/12/2009,7.777999999999816,Dry,Dry
aus_site_001,01/01/2010,0.042,Dry,Dry
aus_site_001,01/02/2010,0.7039999999998918,Wet,Wet
aus_site_001,01/03/2010,7.559999999999804,Wet,Wet
aus_site_001,01/04/2010,2.845999999999849,Dry,Dry
aus_site_001,01/05/2010,22.799999999999823,Wet,Wet
aus_site_001,01/06/2010,29.188999999999808,Wet,Wet
aus_site_001,01/07/2010,16.436999999999813,Wet,Wet
aus_site_001,01/08/2010,36.796,Wet,Wet
aus_site_001,01/09/2010,5.771999999999798,Dry,Dry
aus_site_001,01/10/2010,2.3859999999998216,Dry,Dry
aus_site_001,01/11/2010,0.1259999999999081,Dry,Dry
aus_site_001,01/12/2010,152.4549999999998,Dry,Dry
aus_site_001,01/01/2011,64.54299999999984,Dry,Dry
aus_site_001,01/02/2011,76.42799999999983,Wet,Wet
aus_site_001,01/03/2011,18.12999999999979,Wet,Wet
aus_site_001,01/04/2011,0.5929999999998108,Dry,Dry
aus_site_001,01/05/2011,31.94899999999984,Wet,Wet
aus_site_001,01/06/2011,50.01899999999982,Wet,Wet
aus_site_001,01/07/2011,74.62699999999982,Wet,Wet
aus_site_001,01/08/2011,26.737999999999847,Wet,Wet
aus_site_001,01/09/2011,2.452999999999788,Dry,Dry
aus_site_001,01/10/2011,14.455999999999804,Dry,Dry
aus_site_001,01/11/2011,8.954,Dry,Dry
aus_site_001,01/12/2011,13.494999999999813,Dry,Dry
aus_site_001,01/01/2012,31.365,Dry,Dry
aus_site_001,01/02/2012,28.124999999999822,Wet,Wet
aus_site_001,01/03/2012,1.290999999999699,Wet,Wet
aus_site_001,01/04/2012,9.559999999999777,Dry,Dry
aus_site_001,01/05/2012,0.2509999999998535,Wet,Wet
aus_site_001,01/06/2012,80.17899999999982,Wet,Wet
aus_site_001,01/07/2012,15.680999999999813,Wet,Wet
aus_site_001,01/08/2012,8.404999999999832,Wet,Wet
aus_site_001,01/09/2012,6.984999999999832,Dry,Dry
aus_site_001,01/10/2012,0.1459999999999036,Dry,Dry
aus_site_001,01/11/2012,10.913999999999792,Dry,Dry
aus_site_001,01/12/2012,10.346999999999843,Dry,Dry
aus_site_001,01/01/2013,20.423999999999804,Dry,Dry
aus_site_001,01/02/2013,2.222999999999861,Wet,Wet
aus_site_001,01/03/2013,7.603999999999823,Wet,Wet
aus_site_001,01/04/2013,2.021999999999812,Dry,Dry
aus_site_001,01/05/2013,19.170999999999825,Wet,Wet
aus_site_001,01/06/2013,26.89499999999984,Wet,Wet
aus_site_001,01/07/2013,5.644999999999841,Wet,Wet
aus_site_001,01/08/2013,10.650999999999826,Wet,Wet
aus_site_001,01/09/2013,7.678999999999842,Dry,Dry
aus_site_001,01/10/2013,2.104999999999782,Dry,Dry
aus_site_001,01/11/2013,5.059999999999782,Dry,Dry
aus_site_001,01/12/2013,7.361999999999807,Dry,Dry
aus_site_001,01/01/2014,7.277999999999765,Dry,Dry
aus_site_001,01/02/2014,12.042999999999802,Wet,Wet
aus_site_001,01/03/2014,0.1849999999998908,Wet,Wet
aus_site_001,01/04/2014,22.401999999999827,Dry,Dry
aus_site_001,01/05/2014,54.12099999999984,Wet,Wet
aus_site_001,01/06/2014,10.606999999999822,Wet,Wet
aus_site_001,01/07/2014,1.6739999999998054,Wet,Wet
aus_site_001,01/08/2014,4.766999999999839,Wet,Wet
aus_site_001,01/09/2014,18.736999999999817,Dry,Dry
aus_site_001,01/10/2014,0.3989999999997735,Dry,Dry
aus_site_001,01/11/2014,2.341999999999812,Dry,Dry
aus_site_001,01/12/2014,0,Dry,Dry
aus_site_001,01/01/2015,6.244999999999805,Dry,Dry
aus_site_001,01/02/2015,40.79799999999983,Wet,Wet
aus_site_001,01/03/2015,95.48399999999984,Wet,Wet
aus_site_001,01/04/2015,6.940999999999827,Dry,Dry
aus_site_001,01/05/2015,4.3999999999998405,Wet,Wet
aus_site_001,01/06/2015,59.36999999999982,Wet,Wet
aus_site_001,01/07/2015,82.03399999999984,Wet,Wet
aus_site_001,01/08/2015,16.00299999999983,Wet,Wet
aus_site_001,01/09/2015,0,Dry,Dry
aus_site_001,01/10/2015,0,Dry,Dry
aus_site_001,01/11/2015,17.893999999999792,Dry,Dry
aus_site_001,01/12/2015,3.615999999999799,Dry,Dry
aus_site_001,01/01/2016,26.649,Dry,Dry
aus_site_001,01/02/2016,0.01,Wet,Wet
aus_site_001,01/03/2016,6.140999999999836,Wet,Wet
aus_site_001,01/04/2016,9.174999999999782,Dry,Dry
aus_site_001,01/05/2016,23.204999999999828,Wet,Wet
aus_site_001,01/06/2016,40.70599999999981,Wet,Wet
aus_site_001,01/07/2016,45.170999999999815,Wet,Wet
aus_site_001,01/08/2016,25.277999999999803,Wet,Wet
aus_site_001,01/09/2016,2.326999999999803,Dry,Dry
aus_site_001,01/10/2016,0.044,Dry,Dry
aus_site_001,01/11/2016,0.6989999999998554,Dry,Dry
aus_site_001,01/12/2016,1.173,Dry,Dry
aus_site_001,01/01/2017,50.40199999999984,Dry,Dry
aus_site_001,01/02/2017,56.57899999999983,Wet,Wet
aus_site_001,01/03/2017,9.824,Wet,Wet
aus_site_001,01/04/2017,0,Dry,Dry
aus_site_001,01/05/2017,0,Wet,Wet
aus_site_001,01/06/2017,0.1829999999998927,Wet,Wet
aus_site_001,01/07/2017,6.093999999999824,Wet,Wet
aus_site_001,01/08/2017,31.73099999999981,Wet,Wet
aus_site_001,01/09/2017,20.830999999999825,Dry,Dry
aus_site_001,01/10/2017,0.2539999999998872,Dry,Dry
aus_site_001,01/11/2017,5.571999999999803,Dry,Dry
aus_site_001,01/12/2017,32.878999999999806,Dry,Dry
aus_site_001,01/01/2018,55.62199999999982,Dry,Dry
aus_site_001,01/02/2018,6.929999999999804,Wet,Wet
aus_site_001,01/03/2018,8.201999999999838,Wet,Wet
aus_site_001,01/04/2018,0.1149999999998954,Dry,Dry
aus_site_001,01/05/2018,15.632999999999829,Wet,Wet
aus_site_001,01/06/2018,56.62799999999983,Wet,Wet
aus_site_001,01/07/2018,24.25799999999981,Wet,Wet
aus_site_001,01/08/2018,19.35399999999981,Wet,Wet
aus_site_001,01/09/2018,0.4439999999998599,Dry,Dry
aus_site_001,01/10/2018,8.647999999999792,Dry,Dry
aus_site_001,01/11/2018,2.607,Dry,Dry
aus_site_001,01/12/2018,0.5269999999998254,Dry,Dry
aus_site_001,01/01/2019,0.1839999999998463,Dry,Dry
aus_site_001,01/02/2019,0.003,Wet,Wet
aus_site_001,01/03/2019,2.8249999999998407,Wet,Wet
aus_site_001,01/04/2019,43.300999999999824,Dry,Dry
aus_site_001,01/05/2019,0.059,Wet,Wet
