hy_year,status,status_reason,hy_start,hy_end,cycle_months,peak_month,peak_extent_pct,peak_invalid_pct,temporal_mid_dry_month,temporal_mid_dry_extent_pct,temporal_mid_dry_invalid_pct,mid_dry_invalid_pct,half_loss_month,half_loss_extent_pct,half_loss_target_pct,trough_month,trough_extent_pct,trough_invalid_pct,boundary_status,drawdown_pct,persistence_ratio,recession_months,half_loss_months,n_rewetting_pulses,n_usable_months,confidence,secondary_peak_month,secondary_peak_extent_pct,secondary_trough_month,secondary_trough_extent_pct,raw_trough_month,raw_trough_extent_pct,low_run_start_month,low_run_end_month,window_status,selection_status,selection_support,selection_quality,window_n_expected,window_n_usable,phase_shift_months,raw_peak_month,raw_peak_extent_pct,peak_selection_status,peak_selection_support,peak_quality,detectability_floor_pp,amplitude_to_floor_ratio,peak_n_water,peak_timing_status,peak_interval_start,peak_interval_end,trough_timing_status,trough_interval_start,trough_interval_end,timing_status,trough_search_radius_used,boundary_at_search_edge,boundary_search_edge_side,outside_window_observed,outside_window_lower,retry_outcome,pass1_trough_month,pass1_trough_interval_start,pass1_trough_interval_end,pass1_trough_timing_status,trough_challenger_month,trough_challenger_interval_start,trough_challenger_interval_end,trough_challenger_timing_status,trough_challenger_low_state_start,trough_challenger_low_state_end,trough_refinement_status,trough_refinement_reason,trough_refinement_applied,recovery_start_month,trough_local_scale_pp,trough_profile_best_loss,trough_profile_cutoff,trough_effective_support,trough_pulse_months,trough_refinement_policy_version,baseline_mode,baseline_n,baseline_uncertain,peak_percentile,trough_percentile,recharge_condition,refuge_condition,annual_condition,peak_change_from_previous_pct,trough_change_from_previous_pct,consecutive_dry_cycles,consecutive_wet_cycles,noise_floor_pp,recharge_condition_qualified,refuge_condition_qualified,annual_condition_qualified,timing_confidence,boundary_basis,catchment,regime,route
2015,complete,ok,2014-12-01,2015-11-01,12,2015-01-01,0.5968413368268981,14.073767787306496,2015-06-01,0.14091069556628677,3.0900354663109653,3.0900354663109653,2015-02-01,0.3347474354345721,0.34561317180251233,2015-11-01,0.09438500677812657,3.1340667221330922,confirmed,0.5024563300487715,0.15814086752087858,10,1,0,12,high,,,,,2015-11-01,0.09438500677812657,2015-09-01,2015-11-01,full,raw,1.0,1.0,7,7,0,2015-01-01,0.5968413368268981,ambiguous,0.6,normal,0.026513209316778603,18.951169737523905,125604,point,2015-01-01,2015-01-01,interval,2015-09-01,2015-11-01,interval,3,False,none,True,False,not_attempted,2015-11-01,2015-09-01,2015-11-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,0.0,0.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-0.9426711525832425,-0.01021930068097783,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
2016,complete,ok,2015-12-01,2016-11-01,12,2016-03-01,1.123024130192286,3.0640593118654555,2016-07-01,0.19159440347782938,3.0340368875275385,3.0340368875275385,2016-04-01,0.22911205677724605,0.6172532890174991,2016-11-01,0.11148244784271208,3.057942952330817,confirmed,1.011541682349574,0.09926985969893974,8,1,0,12,high,,,,,2016-11-01,0.11148244784271208,2016-10-01,2016-11-01,full,raw,1.0,1.0,7,7,0,2016-03-01,1.123024130192286,ambiguous,0.6,normal,0.026513209316778603,38.152366628412295,266620,point,2016-03-01,2016-03-01,interval,2016-10-01,2016-11-01,interval,3,False,none,True,False,not_attempted,2016-11-01,2016-10-01,2016-11-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,100.0,0.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,0.526182793365388,0.01709744106458551,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
2017,complete,ok,2016-12-01,2017-11-01,12,2017-01-01,1.5746927203573626,24.072178268770557,2017-06-01,0.20594967607525577,3.3020297943470056,3.3020297943470056,2017-02-01,0.48295051464616223,0.8456876979943828,2017-11-01,0.11668267563140301,4.124084031267254,confirmed,1.4580100447259596,0.074098695017097,10,1,0,12,high,,,,,2017-11-01,0.11668267563140301,2017-09-01,2017-11-01,full,raw,1.0,1.0,7,7,0,2017-01-01,1.5746927203573626,low_quality,1.0,normal,0.026513209316778603,54.99183547739253,292830,point,2017-01-01,2017-01-01,interval,2017-09-01,2017-11-01,interval,3,False,none,True,False,not_attempted,2017-11-01,2017-09-01,2017-11-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,100.0,0.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,0.45166859016507654,0.005200227788690934,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
2018,complete,ok,2017-12-01,2018-11-01,12,2018-03-01,1.1946204830792115,10.222331302290945,2018-07-01,0.19033255627785428,3.030451998561308,3.030451998561308,2018-04-01,0.39239515162386995,0.6573320953832431,2018-11-01,0.12004370768727472,5.981946613490542,confirmed,1.0745767753919369,0.10048689888344649,8,1,0,12,high,,,,,2018-11-01,0.12004370768727472,2018-09-01,2018-11-01,full,raw,1.0,1.0,7,7,0,2018-03-01,1.1946204830792115,ambiguous,0.6,normal,0.026513209316778603,40.52986428587136,262674,point,2018-03-01,2018-03-01,interval,2018-09-01,2018-11-01,interval,3,False,none,True,False,not_attempted,2018-11-01,2018-09-01,2018-11-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,100.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-0.3800722372781511,0.00336103205587171,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
2019,complete,ok,2018-12-01,2019-11-01,12,2019-02-01,0.7705631597434894,4.533586142860765,2019-07-01,0.1689133140998552,3.0329671370615334,3.0329671370615334,2019-03-01,0.32783873857188195,0.43785126999494983,2019-11-01,0.1051393802464102,3.085054185515064,confirmed,0.6654237794970792,0.13644485713722643,9,1,0,12,high,,,,,2019-11-01,0.1051393802464102,2019-10-01,2019-12-01,full,raw,1.0,1.0,7,7,0,2019-02-01,0.7705631597434894,ambiguous,0.6,normal,0.026513209316778603,25.097820921889408,180168,point,2019-02-01,2019-02-01,interval,2019-10-01,2019-11-01,interval,3,False,none,True,False,not_attempted,2019-11-01,2019-10-01,2019-11-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,0.0,0.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-0.4240573233357221,-0.01490432744086452,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
2020,complete,ok,2019-12-01,2020-10-01,11,2020-02-01,2.0705307961693387,9.868517460185378,2020-06-01,0.1788180543034418,3.029002527510042,3.029002527510042,2020-03-01,0.3142731486631619,1.0955606813522596,2020-10-01,0.1205905665351807,3.0529249243815038,confirmed,1.949940229634158,0.058241377891255566,8,1,0,11,high,,,,,2020-10-01,0.1205905665351807,2020-09-01,2020-11-01,full,raw,1.0,1.0,7,7,-1,2020-02-01,2.0705307961693387,ambiguous,0.6,normal,0.026513209316778603,73.71665658386219,457064,point,2020-02-01,2020-02-01,interval,2020-09-01,2020-10-01,interval,3,False,none,True,False,not_attempted,2020-10-01,2020-09-01,2020-10-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,100.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,1.2999676364258492,0.0154511862887705,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
2021,complete,ok,2020-11-01,2021-10-01,12,2021-01-01,8.290911300778141,17.49498901525509,2021-06-01,0.1883916005482919,3.093375374254446,3.093375374254446,2021-02-01,1.0219300071535418,4.2109490630845725,2021-10-01,0.13098682539100337,3.0419701896475675,confirmed,8.159924475387138,0.015798845342695877,9,1,0,12,high,,,,,2021-10-01,0.13098682539100337,2021-09-01,2021-10-01,full,raw,1.0,1.0,7,7,-1,2021-01-01,8.290911300778141,ambiguous,0.6,normal,0.026513209316778603,308.09577753044994,1675334,point,2021-01-01,2021-01-01,interval,2021-09-01,2021-10-01,interval,3,False,none,True,False,not_attempted,2021-10-01,2021-09-01,2021-10-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,100.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,6.220380504608803,0.010396258855822668,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
2022,complete,ok,2021-11-01,2022-11-01,13,2022-01-01,0.8392272249325035,11.080981620992882,2022-06-01,0.20326075950732514,3.0995162318913603,3.0995162318913603,2022-03-01,0.25749502959333465,0.481000319468022,2022-11-01,0.12277341400354061,5.504911399959162,confirmed,0.7164538109289629,0.14629341179132374,10,2,1,13,high,,,,,2022-11-01,0.12277341400354061,2022-10-01,2022-11-01,full,raw,1.0,1.0,7,7,0,2022-01-01,0.8392272249325035,ambiguous,0.6,normal,0.026513209316778603,27.022523089106482,182765,point,2022-01-01,2022-01-01,interval,2022-10-01,2022-11-01,interval,3,False,none,True,False,not_attempted,2022-11-01,2022-10-01,2022-11-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,100.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-7.4516840758456375,-0.00821341138746276,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
2023,complete,ok,2022-12-01,2023-11-01,12,2023-01-01,6.226224073132963,34.47249236710586,2023-06-01,0.21331047415561744,3.0900517983791485,3.0900517983791485,2023-03-01,0.546061482374259,3.1712182224919467,2023-11-01,0.11621237185093089,3.1212337995580786,confirmed,6.1100117012820325,0.018664983862756192,10,2,0,12,high,,,,,2023-11-01,0.11621237185093089,2023-10-01,2023-11-01,full,raw,1.0,1.0,7,7,0,2023-01-01,6.226224073132963,low_quality,1.0,normal,0.026513209316778603,230.4516072829922,999234,point,2023-01-01,2023-01-01,interval,2023-10-01,2023-11-01,interval,3,False,none,True,False,not_attempted,2023-11-01,2023-10-01,2023-11-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,100.0,0.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,5.386996848200459,-0.00656104215260972,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
2024,partial,peak_quality_anomalous,2023-12-01,2024-11-01,12,2024-02-01,3.8187500288446143,42.49444087021669,2024-07-01,0.2150648341361123,3.077512853031434,3.077512853031434,2024-04-01,0.5078316052168294,1.9751925165019077,2024-11-01,0.131635004159201,3.0882511878619416,provisional,3.687115024685413,0.03447070459310163,9,2,0,12,medium,,,,,2024-11-01,0.131635004159201,2024-09-01,2024-11-01,full,raw,1.0,1.0,7,7,0,2024-02-01,3.8187500288446143,low_quality,1.0,anomalous,0.026513209316778603,139.06709597589386,537836,point,2024-02-01,2024-02-01,interval,2024-09-01,2024-11-01,interval,3,False,none,True,False,not_attempted,2024-11-01,2024-09-01,2024-11-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,100.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-2.4074740442883487,0.015422632308270123,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
2025,partial,boundary_provisional,2024-12-01,2025-11-01,12,2025-02-01,1.8124986416840754,3.6220280892790875,2025-07-01,0.28629525978846815,3.0955516223398685,3.0955516223398685,2025-03-01,0.6712176889238864,0.9836653508580773,2025-11-01,0.15483206003207928,3.2145593201743954,provisional,1.6576665816519962,0.08542464886385666,9,1,0,12,medium,,,,,2025-11-01,0.15483206003207928,2025-09-01,2025-11-01,right_truncated,raw,0.5357142857142857,0.5357142857142857,7,5,0,2025-02-01,1.8124986416840754,ambiguous,0.6,normal,0.026513209316778603,62.522290751235445,427833,point,2025-02-01,2025-02-01,interval,2025-09-01,2025-11-01,interval,3,False,none,False,False,not_attempted,2025-11-01,2025-09-01,2025-11-01,interval,,,,,,,unavailable,not_requested,False,,,,,,,,full,0,False,100.0,100.0,insufficient_baseline,insufficient_baseline,insufficient_baseline,-2.006251387160539,0.023197055872878264,0,0,0.026513209316778603,insufficient_baseline,insufficient_baseline,insufficient_baseline,high,detected_per_year,gilbert_river_qld,seasonal,per_year_detection
